,level_0,index,Gender,Age,Married,NumberofDependents,City,ZipCode,Latitude,Longitude,NumberofReferrals,TenureinMonths,Offer,PhoneService,AvgMonthlyLongDistanceCharges,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,TotalRevenue,CustomerStatus,ChurnCategory
3185,3185,3198,Male,66,Yes,0,Kerman,93630,36.727418,-120.123526,1,16,No Offer,Yes,15.44,No,Yes,Fiber Optic,20.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,1787.09,Stayed,
3186,3186,3199,Male,79,Yes,0,Portola,96122,39.786755,-120.445626,5,45,No Offer,Yes,44.91,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,3195.3,Stayed,
3187,3187,3200,Female,25,Yes,0,Huntington Park,90255,33.97803,-118.217141,5,4,No Offer,Yes,48.48,No,Yes,Fiber Optic,58.0,No,No,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,519.37,Churned,Dissatisfaction
3188,3188,3201,Female,60,No,0,Walnut,91789,34.018354,-117.85492,0,3,Offer E,Yes,32.43,No,Yes,Fiber Optic,2.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,343.79,Churned,Attitude
3189,3189,3202,Female,23,Yes,0,Frazier Park,93222,34.907911,-119.234281,1,6,Offer E,Yes,27.44,Yes,Yes,Fiber Optic,58.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,709.84,Churned,Competitor
3190,3190,3203,Female,24,No,0,Fremont,94539,37.516791,-121.899117,0,1,Offer E,Yes,5.36,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,24.96,Churned,Price
3191,3191,3204,Male,36,Yes,0,Garden Grove,92843,33.764018,-117.931507,1,70,Offer A,Yes,28.54,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,3721.95,Stayed,
3192,3192,3205,Female,46,Yes,2,Homewood,96141,39.117018,-120.212535,1,3,Offer E,No,0.0,No PhoneService,Yes,Cable,15.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,91.7,Churned,Attitude
3193,3193,3206,Male,57,No,0,Glendale,91206,34.162515,-118.203869,0,56,No Offer,Yes,2.58,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,1478.48,Churned,Attitude
3194,3194,3207,Male,65,No,0,Oakland,94601,37.776523,-122.219268,0,24,No Offer,Yes,28.98,Yes,Yes,Fiber Optic,30.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,3135.67,Churned,Attitude
3195,3195,3208,Female,78,Yes,1,Inglewood,90303,33.936291,-118.332639,1,25,Offer C,Yes,19.76,No,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,2995.07,Churned,Dissatisfaction
3196,3196,3209,Female,34,No,0,Hopland,95449,38.93706,-123.118111,0,53,No Offer,No,0.0,No PhoneService,Yes,DSL,25.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,2879.2,Stayed,
3197,3197,3210,Male,51,No,0,Glencoe,95232,38.358464,-120.579304,0,1,Offer E,Yes,12.13,No,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.98,Churned,Competitor
3198,3198,3211,Male,63,Yes,0,San Martin,95046,37.084697,-121.606417,1,25,No Offer,Yes,35.27,No,Yes,Fiber Optic,4.0,No,No,No,No,Yes,Yes,Yes,No,One Year,Yes,Bank Withdrawal,3200.35,Churned,Competitor
3199,3199,3212,Male,45,Yes,3,Pismo Beach,93449,35.165668,-120.655842,1,8,No Offer,Yes,30.77,No,Yes,DSL,75.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,615.31,Stayed,
3200,3200,3213,Female,36,Yes,3,Dunnigan,95937,38.931425,-121.946081,1,27,No Offer,Yes,2.4,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,614.9,Stayed,
3201,3201,3214,Female,31,Yes,0,Castro Valley,94552,37.722727,-122.02157,7,60,Offer B,No,0.0,No PhoneService,Yes,Cable,4.0,Yes,Yes,Yes,No,No,Yes,Yes,Yes,One Year,No,Bank Withdrawal,2911.5,Stayed,
3202,3202,3215,Female,74,No,0,Yermo,92398,35.013299,-116.834092,0,20,Offer D,Yes,23.18,No,Yes,Fiber Optic,21.0,No,No,No,No,No,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,2135.2,Stayed,
3203,3203,3216,Female,68,No,0,Terra Bella,93270,35.939068,-119.043666,0,56,No Offer,Yes,34.58,Yes,Yes,Fiber Optic,4.0,No,Yes,Yes,No,Yes,Yes,No,Yes,One Year,Yes,Bank Withdrawal,7447.13,Churned,Attitude
3204,3204,3217,Female,53,No,0,Anaheim,92807,33.848733,-117.788357,0,1,No Offer,Yes,22.86,No,Yes,Fiber Optic,24.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.96,Churned,Competitor
3205,3205,3218,Female,33,No,0,Ludlow,92338,34.702766,-116.093376,0,42,No Offer,Yes,34.76,No,Yes,Cable,20.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,No,Credit Card,4222.67,Stayed,
3206,3206,3219,Female,23,No,0,Los Angeles,90042,34.11572,-118.192754,0,16,Offer D,Yes,47.25,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,1074.6,Stayed,
3207,3207,3220,Female,33,Yes,2,Escondido,92029,33.079834,-117.134275,1,65,Offer B,Yes,45.21,Yes,Yes,Fiber Optic,19.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,10184.55,Stayed,
3208,3208,3221,Female,65,Yes,0,Lamont,93241,35.245035,-118.905553,2,20,No Offer,Yes,38.85,No,Yes,Fiber Optic,2.0,No,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,2636.5,Stayed,
3209,3209,3222,Male,59,No,0,Norwalk,90650,33.905963,-118.08263,0,33,Offer C,Yes,47.64,No,Yes,Fiber Optic,18.0,Yes,No,No,Yes,Yes,No,No,Yes,Two Year,Yes,Bank Withdrawal,4599.77,Stayed,
3210,3210,3223,Male,43,Yes,0,Ontario,91762,34.057256,-117.667677,1,22,Offer D,Yes,20.78,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Withdrawal,928.71,Stayed,
3211,3211,3224,Male,55,No,0,Pasadena,91104,34.165383,-118.123752,0,8,Offer E,No,0.0,No PhoneService,Yes,Cable,4.0,Yes,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,226.45,Churned,Competitor
3212,3212,3225,Male,36,No,0,Fresno,93705,36.78724,-119.827813,0,44,No Offer,Yes,1.4,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,967.15,Stayed,
3213,3213,3226,Female,37,Yes,1,Annapolis,95412,38.731055,-123.316553,8,72,No Offer,Yes,2.57,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,2173.09,Stayed,
3214,3214,3227,Male,60,No,0,Eureka,95503,40.737431,-124.108897,0,7,No Offer,Yes,15.51,Yes,Yes,Fiber Optic,23.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,744.17,Churned,Competitor
3215,3215,3228,Female,35,Yes,0,Wildomar,92595,33.617108,-117.253349,10,51,Offer B,Yes,25.45,Yes,Yes,DSL,4.0,No,Yes,No,Yes,Yes,Yes,Yes,Yes,One Year,Yes,Credit Card,5248.8,Stayed,
3216,3216,3229,Female,72,No,0,Stockton,95210,38.033219,-121.297433,0,69,No Offer,Yes,23.4,Yes,Yes,Fiber Optic,27.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,9082.15,Stayed,
3217,3217,3230,Male,23,No,0,Sanger,93657,36.819628,-119.440414,0,57,Offer B,No,0.0,No PhoneService,Yes,DSL,59.0,No,Yes,No,No,Yes,No,Yes,No,Month-to-Month,Yes,Bank Withdrawal,2191.45,Churned,Dissatisfaction
3218,3218,3231,Male,37,No,0,Whittier,90603,33.945318,-117.992066,0,35,No Offer,Yes,25.51,No,Yes,Fiber Optic,16.0,No,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,3923.45,Churned,Competitor
3219,3219,3232,Female,47,Yes,0,El Monte,91731,34.079934,-118.046695,1,2,No Offer,Yes,46.23,No,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,239.61,Churned,Dissatisfaction
3220,3220,3233,Male,78,No,0,Lake Forest,92630,33.644849,-117.684254,0,15,No Offer,Yes,17.23,No,Yes,Fiber Optic,12.0,No,No,No,No,No,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1414.55,Churned,Competitor
3221,3221,3234,Male,37,Yes,1,Anaheim,92808,33.850452,-117.726668,1,22,Offer D,Yes,37.4,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,1256.3,Stayed,
3222,3222,3235,Male,20,No,2,Fresno,93650,36.841655,-119.797113,0,53,Offer B,Yes,47.81,No,Yes,Cable,59.0,Yes,Yes,No,Yes,No,No,No,Yes,One Year,No,Credit Card,5953.43,Stayed,
3223,3223,3236,Female,23,No,0,San Diego,92109,32.787836,-117.232376,0,9,Offer E,Yes,35.45,No,Yes,Fiber Optic,52.0,No,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,1107.65,Stayed,
3224,3224,3237,Female,30,No,0,Ontario,91764,34.074087,-117.605618,0,1,Offer E,Yes,29.86,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,50.21,Stayed,
3225,3225,3238,Male,39,Yes,1,Tomales,94971,38.240769,-122.901041,2,32,No Offer,Yes,35.39,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,1746.43,Stayed,
3226,3226,3239,Male,28,Yes,0,San Jose,95120,37.186141,-121.843554,10,34,No Offer,Yes,13.97,Yes,Yes,Fiber Optic,48.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Credit Card,3475.23,Stayed,
3227,3227,3240,Male,20,No,2,Fortuna,95540,40.584991,-124.121504,0,54,Offer B,Yes,4.16,No,Yes,Cable,59.0,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,3507.69,Stayed,
3228,3228,3241,Female,64,Yes,0,Idyllwild,92549,33.755039,-116.741796,1,6,No Offer,Yes,36.12,Yes,Yes,Fiber Optic,23.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,719.57,Churned,Price
3229,3229,3242,Male,28,Yes,2,Woodacre,94973,38.005839,-122.638155,9,62,No Offer,Yes,47.96,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,4218.32,Stayed,
3230,3230,3243,Female,60,Yes,0,Phelan,92371,34.441123,-117.537886,3,13,Offer D,Yes,19.05,No,Yes,DSL,27.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,982.0,Churned,Competitor
3231,3231,3244,Female,49,Yes,1,La Honda,94020,37.285677,-122.224165,8,30,Offer C,Yes,11.6,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,950.9,Stayed,
3232,3232,3245,Male,43,Yes,3,San Francisco,94115,37.786031,-122.437301,5,55,No Offer,Yes,36.23,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,3019.0,Stayed,
3233,3233,3246,Male,36,Yes,3,Long Barn,95335,38.109125,-120.078597,5,17,No Offer,Yes,33.24,Yes,Yes,DSL,76.0,Yes,No,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,1766.73,Stayed,
3234,3234,3247,Female,38,Yes,0,San Juan Bautista,95045,36.810568,-121.503022,4,7,No Offer,Yes,12.16,No,Yes,DSL,9.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,617.86,Stayed,
3235,3235,3248,Female,56,Yes,0,Port Hueneme,93041,34.110124,-119.100972,9,18,Offer D,Yes,29.6,No,Yes,Fiber Optic,7.0,No,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,2271.58,Stayed,
3236,3236,3249,Female,41,Yes,1,Los Angeles,90037,34.002642,-118.287596,1,6,No Offer,Yes,29.41,No,Yes,DSL,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,461.66,Stayed,
3237,3237,3250,Male,35,No,0,Arcadia,91007,34.128284,-118.047732,0,53,No Offer,Yes,6.54,Yes,Yes,DSL,4.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,4304.87,Stayed,
3238,3238,3251,Male,32,Yes,0,Fellows,93224,35.215731,-119.57013,1,16,No Offer,Yes,17.96,Yes,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1571.56,Churned,Other
3239,3239,3252,Male,43,Yes,3,Dutch Flat,95714,39.197215,-120.83679,10,45,No Offer,Yes,47.31,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,3217.2,Stayed,
3240,3240,3253,Female,69,Yes,0,Warner Springs,92086,33.323705,-116.626907,9,64,No Offer,Yes,3.76,No,Yes,Fiber Optic,11.0,Yes,Yes,Yes,No,No,Yes,No,Yes,One Year,No,Bank Withdrawal,6671.54,Stayed,
3241,3241,3254,Female,28,No,0,Smartville,95977,39.176595,-121.291692,0,18,No Offer,No,0.0,No PhoneService,Yes,DSL,48.0,Yes,Yes,No,Yes,No,No,No,No,One Year,Yes,Credit Card,801.95,Stayed,
3242,3242,3255,Male,34,Yes,0,Fillmore,93015,34.408161,-118.865111,9,70,Offer A,Yes,8.28,Yes,Yes,DSL,5.0,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,5895.4,Stayed,
3243,3243,3256,Male,57,No,0,Phillipsville,95559,40.184094,-123.745487,0,69,No Offer,Yes,22.24,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,3247.66,Stayed,
3244,3244,3257,Female,51,Yes,2,Kings Beach,96143,39.246654,-120.029273,4,40,No Offer,Yes,29.42,Yes,Yes,Fiber Optic,23.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,5092.2,Stayed,
3245,3245,3258,Female,52,Yes,0,Redwood Valley,95470,39.298065,-123.25211,1,21,No Offer,Yes,16.67,No,Yes,Fiber Optic,3.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,2460.22,Churned,Competitor
3246,3246,3259,Female,64,No,0,Oakland,94609,37.834341,-122.26437,0,19,Offer D,Yes,32.87,Yes,Yes,Fiber Optic,17.0,Yes,Yes,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,2533.78,Churned,Price
3247,3247,3260,Male,32,Yes,1,Crows Landing,95313,37.435664,-121.049056,1,18,Offer D,Yes,24.16,No,Yes,Fiber Optic,19.0,Yes,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Mailed Check,1935.38,Stayed,
3248,3248,3261,Male,42,No,0,Portola Valley,94028,37.369709,-122.215844,0,1,No Offer,Yes,3.23,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,23.28,Stayed,
3249,3249,3262,Male,44,No,0,San Diego,92121,32.898613,-117.202937,0,2,No Offer,Yes,37.29,Yes,Yes,Cable,20.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,192.88,Churned,Competitor
3250,3250,3263,Female,52,Yes,0,San Francisco,94133,37.802071,-122.411004,7,33,Offer C,No,0.0,No PhoneService,Yes,DSL,7.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,2016.3,Stayed,
3251,3251,3264,Male,61,No,0,Summerland,93067,34.420998,-119.60137,0,1,No Offer,Yes,49.2,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Credit Card,68.5,Churned,Dissatisfaction
3252,3252,3265,Female,72,Yes,0,Los Angeles,90064,34.037251,-118.423573,9,60,Offer B,Yes,48.9,No,Yes,Cable,16.0,Yes,Yes,Yes,Yes,No,Yes,No,Yes,One Year,Yes,Credit Card,7390.35,Stayed,
3253,3253,3266,Male,53,Yes,0,Hawthorne,90250,33.914775,-118.348083,6,72,No Offer,Yes,22.95,Yes,Yes,Fiber Optic,17.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Credit Card,9411.3,Stayed,
3254,3254,3267,Male,44,No,0,Salyer,95563,40.89866,-123.539754,0,2,No Offer,Yes,17.25,No,Yes,Cable,3.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Credit Card,160.95,Churned,Competitor
3255,3255,3268,Female,36,No,0,Los Angeles,90046,34.108455,-118.362081,0,63,Offer B,Yes,12.82,Yes,Yes,DSL,17.0,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Two Year,Yes,Credit Card,5669.11,Stayed,
3256,3256,3269,Male,54,No,0,Dorris,96023,41.949216,-122.050062,0,12,Offer D,Yes,45.8,Yes,Yes,DSL,4.0,Yes,Yes,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1381.9,Stayed,
3257,3257,3270,Female,56,No,0,Oakland,94605,37.758019,-122.138678,0,31,No Offer,Yes,40.92,No,Yes,Fiber Optic,20.0,Yes,No,Yes,Yes,No,No,No,No,Month-to-Month,No,Bank Withdrawal,4062.77,Stayed,
3258,3258,3271,Male,57,Yes,3,Petrolia,95558,40.274302,-124.210902,6,71,Offer A,Yes,31.33,Yes,Yes,Cable,27.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,No,Credit Card,8681.58,Stayed,
3259,3259,3272,Male,80,Yes,0,Laguna Beach,92651,33.570023,-117.773669,9,50,No Offer,Yes,14.49,Yes,Yes,Fiber Optic,17.0,Yes,Yes,Yes,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,5990.0,Stayed,
3260,3260,3273,Male,51,No,0,Darwin,93522,36.319181,-117.593053,0,54,Offer B,No,0.0,No PhoneService,Yes,DSL,7.0,Yes,Yes,No,No,No,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,2431.95,Stayed,
3261,3261,3274,Female,41,No,0,Bass Lake,93604,37.458367,-119.345011,0,1,No Offer,Yes,34.04,No,Yes,DSL,23.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,86.24,Churned,Competitor
3262,3262,3275,Female,73,No,0,Beverly Hills,90212,34.062095,-118.401508,0,11,No Offer,Yes,2.81,Yes,Yes,DSL,3.0,Yes,No,No,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,596.51,Stayed,
3263,3263,3276,Male,19,Yes,0,La Crescenta,91214,34.239636,-118.245259,1,44,No Offer,Yes,29.61,No,Yes,DSL,48.0,No,Yes,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,4528.37,Stayed,
3264,3264,3277,Male,54,Yes,0,Rancho Palos Verdes,90275,33.753146,-118.367459,8,62,No Offer,Yes,34.62,Yes,Yes,Fiber Optic,28.0,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,9059.14,Stayed,
3265,3265,3278,Male,45,No,0,Gasquet,95543,41.867908,-123.794144,0,57,Offer B,Yes,36.08,Yes,Yes,Fiber Optic,26.0,No,No,No,No,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,6995.81,Stayed,
3266,3266,3279,Male,39,Yes,3,Spreckels,93962,36.624641,-121.647195,1,18,Offer D,Yes,45.18,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,1155.54,Stayed,
3267,3267,3280,Male,23,Yes,0,Pioneertown,92268,34.201108,-116.593456,5,70,Offer A,Yes,45.24,Yes,Yes,Fiber Optic,42.0,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,10025.7,Stayed,
3268,3268,3281,Female,24,No,0,Cutler,93615,36.497895,-119.285484,0,21,No Offer,Yes,24.86,Yes,Yes,Fiber Optic,48.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,2514.61,Stayed,
3269,3269,3282,Male,68,No,0,San Diego,92130,32.957195,-117.202542,0,17,No Offer,Yes,40.93,No,Yes,DSL,2.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,1466.41,Churned,Competitor
3270,3270,3283,Female,66,Yes,0,San Diego,92102,32.716007,-117.117462,3,42,No Offer,Yes,22.89,Yes,Yes,Fiber Optic,12.0,No,Yes,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,4891.98,Stayed,
3271,3271,3284,Female,49,Yes,0,Cloverdale,95425,38.801936,-122.938935,7,21,Offer D,Yes,14.51,No,Yes,Fiber Optic,20.0,No,No,Yes,Yes,No,No,No,Yes,One Year,No,Bank Withdrawal,2047.16,Stayed,
3272,3272,3285,Female,60,No,0,Valley Springs,95252,38.156971,-120.849231,0,3,No Offer,Yes,40.98,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,183.99,Stayed,
3273,3273,3286,Female,26,No,3,San Francisco,94105,37.789168,-122.395009,0,8,No Offer,Yes,45.87,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,537.86,Stayed,
3274,3274,3287,Male,53,Yes,0,Oakland,94606,37.792489,-122.244314,1,18,No Offer,Yes,2.86,No,Yes,DSL,22.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,1026.6,Churned,Competitor
3275,3275,3288,Female,68,No,0,Irvine,92606,33.703976,-117.824172,0,2,No Offer,Yes,21.57,Yes,Yes,Fiber Optic,28.0,No,No,Yes,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,222.39,Churned,Competitor
3276,3276,3289,Male,22,Yes,0,Grover Beach,93433,35.120833,-120.61843,6,2,No Offer,Yes,38.41,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,111.57,Stayed,
3277,3277,3290,Female,66,No,0,San Quentin,94964,37.942551,-122.491642,0,51,No Offer,Yes,47.46,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,3388.36,Stayed,
3278,3278,3291,Male,42,Yes,3,Stockton,95206,37.902422,-121.440029,6,21,No Offer,Yes,31.55,Yes,Yes,DSL,23.0,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,2212.3,Stayed,
3279,3279,3292,Male,30,Yes,0,Susanville,96130,40.559177,-120.612113,1,55,No Offer,No,0.0,No PhoneService,Yes,DSL,42.0,No,No,Yes,Yes,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,3028.3,Churned,Attitude
3280,3280,3293,Female,64,No,0,Foresthill,95631,39.031876,-120.811141,0,70,No Offer,Yes,29.53,Yes,Yes,Cable,7.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Two Year,No,Credit Card,8544.3,Stayed,
3281,3281,3294,Male,60,No,0,Fresno,93702,36.739385,-119.753649,0,31,Offer C,Yes,1.53,No,Yes,DSL,6.0,No,No,Yes,Yes,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,1773.08,Churned,Attitude
3282,3282,3295,Male,30,No,0,Knights Landing,95645,38.875508,-121.765866,0,67,Offer A,No,0.0,No PhoneService,Yes,Cable,85.0,Yes,No,Yes,Yes,Yes,No,No,Yes,One Year,Yes,Bank Withdrawal,3321.35,Stayed,
3283,3283,3296,Female,58,No,0,Gustine,95322,37.147198,-121.120161,0,1,Offer E,Yes,46.17,No,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,116.27,Churned,Competitor
3284,3284,3297,Male,43,No,0,Escondido,92025,33.081478,-117.033814,0,21,No Offer,Yes,16.81,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Mailed Check,743.41,Stayed,
